Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2026-04-04,S004,P0001,Snacks,West,1573,31,0,33,4.8,0.15,Snowy,0,5.82,Spring
2026-04-04,S004,P0002,Snacks,West,3,15,0,13,5.17,0.05,Rainy,0,4.8,Spring
2026-04-04,S004,P0003,Beverages,West,186,50,0,51,2.5,0.15,Rainy,0,2.19,Spring
2026-04-04,S004,P0004,Beverages,West,0,38,0,34,2.47,0.05,Sunny,0,2.73,Spring
2026-04-04,S004,P0005,Dairy,West,16,7,0,6,3.87,0,Windy,0,4.06,Spring
2026-04-04,S004,P0006,Dairy,West,1456,35,0,33,3.81,0.2,Rainy,0,4.61,Spring
2026-04-04,S004,P0007,Beverages,West,7,22,0,24,2.5,0,Snowy,0,2.61,Spring
2026-04-04,S004,P0008,Frozen Foods,West,0,30,0,26,6.92,0.15,Snowy,0,6.87,Spring
2026-04-04,S004,P0009,Personal Care,West,736,15,0,13,8.54,0,Windy,0,8.1,Spring
2026-04-04,S004,P0010,Snacks,West,8,12,0,13,4.94,0.15,Sunny,0,5.26,Spring
2026-04-04,S004,P0011,Household,West,1960,8,327,7,12.93,0,Snowy,0,15.41,Spring
2026-04-04,S004,P0012,Household,West,1250,4,0,3,13.0,0,Rainy,0,14.12,Spring
2026-04-04,S004,P0013,Bakery,West,9,6,0,5,3.38,0.15,Windy,0,2.88,Spring
2026-04-04,S004,P0014,Bakery,West,843,17,0,16,3.63,0.05,Snowy,1,2.85,Spring
2026-04-04,S004,P0015,Produce,West,1522,24,0,26,2.89,0.15,Windy,0,3.42,Spring
2026-04-04,S004,P0016,Produce,West,1216,25,0,25,2.98,0.05,Snowy,1,3.49,Spring
2026-04-04,S004,P0017,Meat,West,590,20,230,20,10.02,0,Windy,0,9.39,Spring
2026-04-04,S004,P0018,Meat,West,405,17,0,19,10.31,0,Snowy,0,10.77,Spring
2026-04-04,S004,P0019,Canned Goods,West,325,18,323,19,2.01,0,Windy,0,1.7,Spring
2026-04-04,S004,P0020,Canned Goods,West,1114,28,0,26,1.93,0,Snowy,0,1.6,Spring
2026-04-04,S005,P0001,Snacks,Southwest,0,47,0,48,5.04,0.05,Cloudy,0,4.28,Spring
2026-04-04,S005,P0002,Snacks,Southwest,22,10,0,8,4.96,0.1,Snowy,0,5.11,Spring
2026-04-04,S005,P0003,Beverages,Southwest,347,35,354,32,2.53,0,Windy,0,2.61,Spring
2026-04-04,S005,P0004,Beverages,Southwest,325,6,0,5,2.49,0.2,Windy,0,2.84,Spring
2026-04-04,S005,P0005,Dairy,Southwest,1799,14,0,13,3.97,0.15,Cloudy,0,4.36,Spring
2026-04-04,S005,P0006,Dairy,Southwest,170,20,0,22,3.91,0.1,Windy,1,3.65,Spring
2026-04-04,S005,P0007,Beverages,Southwest,514,21,0,22,2.49,0.05,Sunny,0,2.16,Spring
2026-04-04,S005,P0008,Frozen Foods,Southwest,0,46,0,44,7.31,0,Snowy,0,7.14,Spring
2026-04-04,S005,P0009,Personal Care,Southwest,1979,21,0,19,8.77,0,Windy,1,7.54,Spring
2026-04-04,S005,P0010,Snacks,Southwest,141,12,0,13,5.14,0,Snowy,0,5.62,Spring
2026-04-04,S005,P0011,Household,Southwest,1270,51,366,47,13.45,0,Windy,0,15.51,Spring
2026-04-04,S005,P0012,Household,Southwest,133,31,126,33,13.53,0,Sunny,0,13.92,Spring
2026-04-04,S005,P0013,Bakery,Southwest,2271,35,439,30,3.63,0.2,Windy,0,3.08,Spring
2026-04-04,S005,P0014,Bakery,Southwest,1252,31,233,29,3.51,0.2,Windy,0,3.4,Spring
2026-04-04,S005,P0015,Produce,Southwest,17,13,0,12,3.01,0.1,Snowy,0,3.48,Spring
2026-04-04,S005,P0016,Produce,Southwest,287,54,321,48,3.1,0.2,Sunny,1,3.15,Spring
2026-04-04,S005,P0017,Meat,Southwest,896,29,0,25,9.76,0,Cloudy,0,9.0,Spring
2026-04-04,S005,P0018,Meat,Southwest,364,58,72,57,10.16,0.05,Windy,0,9.59,Spring
2026-04-04,S005,P0019,Canned Goods,Southwest,640,5,0,5,1.97,0.2,Rainy,1,2.32,Spring
2026-04-04,S005,P0020,Canned Goods,Southwest,1826,52,273,46,2.08,0.2,Rainy,0,2.27,Spring
2026-04-05,S001,P0001,Snacks,Northeast,5,10,0,9,5.21,0.15,Cloudy,0,4.05,Spring
2026-04-05,S001,P0002,Snacks,Northeast,1745,44,295,41,4.88,0.2,Cloudy,0,4.44,Spring
2026-04-05,S001,P0003,Beverages,Northeast,163,3,0,3,2.57,0.1,Rainy,0,2.48,Spring
2026-04-05,S001,P0004,Beverages,Northeast,24,1,0,0,2.45,0,Rainy,0,2.85,Spring
2026-04-05,S001,P0005,Dairy,Northeast,1508,36,0,34,4.05,0,Sunny,0,4.44,Spring
2026-04-05,S001,P0006,Dairy,Northeast,641,36,0,37,3.98,0,Snowy,0,4.05,Spring
2026-04-05,S001,P0007,Beverages,Northeast,782,18,0,18,2.54,0,Windy,0,2.17,Spring
2026-04-05,S001,P0008,Frozen Foods,Northeast,782,9,0,8,7.24,0,Snowy,1,7.0,Spring
2026-04-05,S001,P0009,Personal Care,Northeast,0,36,0,35,8.11,0,Windy,0,6.95,Spring
2026-04-05,S001,P0010,Snacks,Northeast,1193,7,0,6,4.89,0.05,Rainy,0,5.27,Spring
2026-04-05,S001,P0011,Household,Northeast,1773,32,0,31,13.03,0.15,Cloudy,1,14.49,Spring
2026-04-05,S001,P0012,Household,Northeast,1538,5,0,5,13.61,0.05,Rainy,0,14.8,Spring
2026-04-05,S001,P0013,Bakery,Northeast,9,7,0,6,3.49,0,Rainy,0,3.53,Spring
2026-04-05,S001,P0014,Bakery,Northeast,1000,35,0,36,3.4,0.15,Windy,0,4.16,Spring
2026-04-05,S001,P0015,Produce,Northeast,569,37,69,37,3.11,0.2,Windy,1,3.34,Spring
2026-04-05,S001,P0016,Produce,Northeast,425,32,0,27,3.09,0.05,Rainy,0,2.47,Spring
2026-04-05,S001,P0017,Meat,Northeast,9,11,0,10,10.32,0,Cloudy,0,9.92,Spring
2026-04-05,S001,P0018,Meat,Northeast,1778,60,0,52,10.05,0,Cloudy,0,9.9,Spring
2026-04-05,S001,P0019,Canned Goods,Northeast,471,38,495,37,2.04,0.05,Snowy,0,2.06,Spring
2026-04-05,S001,P0020,Canned Goods,Northeast,0,31,0,28,2.05,0,Windy,0,1.8,Spring
2026-04-05,S002,P0001,Snacks,Southeast,460,21,456,19,5.19,0,Windy,0,5.16,Spring
2026-04-05,S002,P0002,Snacks,Southeast,3,8,0,6,5.04,0,Snowy,0,4.03,Spring
2026-04-05,S002,P0003,Beverages,Southeast,1589,50,0,44,2.54,0.1,Windy,0,2.51,Spring
2026-04-05,S002,P0004,Beverages,Southeast,539,13,0,12,2.55,0.1,Windy,0,2.74,Spring
2026-04-05,S002,P0005,Dairy,Southeast,342,72,393,73,3.97,0.1,Cloudy,0,4.61,Spring
2026-04-05,S002,P0006,Dairy,Southeast,1695,34,0,36,3.84,0.1,Sunny,0,3.27,Spring
2026-04-05,S002,P0007,Beverages,Southeast,274,23,275,24,2.52,0.15,Sunny,0,2.29,Spring
2026-04-05,S002,P0008,Frozen Foods,Southeast,356,54,377,60,6.96,0,Windy,0,8.15,Spring
2026-04-05,S002,P0009,Personal Care,Southeast,1172,34,0,36,8.74,0,Snowy,0,9.76,Spring
2026-04-05,S002,P0010,Snacks,Southeast,10,11,0,9,5.1,0.15,Sunny,0,5.0,Spring
2026-04-05,S002,P0011,Household,Southeast,1850,54,0,58,13.09,0.1,Snowy,0,10.81,Spring
2026-04-05,S002,P0012,Household,Southeast,1131,11,0,12,12.37,0.2,Windy,0,14.89,Spring
2026-04-05,S002,P0013,Bakery,Southeast,1099,50,0,55,3.47,0.1,Sunny,0,3.0,Spring
2026-04-05,S002,P0014,Bakery,Southeast,394,45,0,41,3.59,0,Cloudy,0,3.54,Spring
2026-04-05,S002,P0015,Produce,Southeast,1519,1,419,1,2.84,0.2,Cloudy,0,3.2,Spring
2026-04-05,S002,P0016,Produce,Southeast,1783,25,0,22,2.91,0.1,Sunny,1,3.54,Spring
2026-04-05,S002,P0017,Meat,Southeast,505,6,486,5,10.14,0,Cloudy,1,10.88,Spring
2026-04-05,S002,P0018,Meat,Southeast,1644,17,0,18,10.29,0.2,Windy,0,8.16,Spring
2026-04-05,S002,P0019,Canned Goods,Southeast,0,28,0,26,2.03,0,Snowy,1,1.87,Spring
2026-04-05,S002,P0020,Canned Goods,Southeast,1770,31,452,28,2.04,0,Snowy,1,2.14,Spring
2026-04-05,S003,P0001,Snacks,Midwest,1858,13,356,13,4.84,0,Windy,1,4.01,Spring
2026-04-05,S003,P0002,Snacks,Midwest,1663,33,214,28,5.06,0,Snowy,0,4.16,Spring
2026-04-05,S003,P0003,Beverages,Midwest,1266,7,247,6,2.49,0,Cloudy,0,2.87,Spring
2026-04-05,S003,P0004,Beverages,Midwest,0,21,0,20,2.53,0,Rainy,0,2.9,Spring
2026-04-05,S003,P0005,Dairy,Midwest,253,5,143,4,3.85,0.1,Snowy,0,4.23,Spring
2026-04-05,S003,P0006,Dairy,Midwest,0,47,0,44,4.0,0.05,Cloudy,0,4.5,Spring
2026-04-05,S003,P0007,Beverages,Midwest,632,48,0,53,2.52,0.15,Snowy,0,2.31,Spring
2026-04-05,S003,P0008,Frozen Foods,Midwest,1522,74,0,71,6.83,0,Sunny,1,7.46,Spring
2026-04-05,S003,P0009,Personal Care,Midwest,1801,30,119,34,8.07,0,Snowy,0,8.23,Spring
2026-04-05,S003,P0010,Snacks,Midwest,0,38,0,35,4.87,0,Snowy,1,5.5,Spring
2026-04-05,S003,P0011,Household,Midwest,1844,32,0,36,13.09,0.1,Sunny,0,12.48,Spring
2026-04-05,S003,P0012,Household,Midwest,8,25,0,25,12.57,0.1,Cloudy,0,13.04,Spring
2026-04-05,S003,P0013,Bakery,Midwest,0,35,0,37,3.44,0.2,Rainy,0,3.86,Spring
2026-04-05,S003,P0014,Bakery,Midwest,7,16,0,17,3.36,0,Rainy,1,4.14,Spring
2026-04-05,S003,P0015,Produce,Midwest,1818,44,0,47,3.07,0.2,Cloudy,0,3.31,Spring
2026-04-05,S003,P0016,Produce,Midwest,1186,27,0,27,3.07,0,Windy,0,3.05,Spring
2026-04-05,S003,P0017,Meat,Midwest,1827,14,0,15,9.71,0,Rainy,0,11.03,Spring
2026-04-05,S003,P0018,Meat,Midwest,498,49,0,43,10.21,0.1,Sunny,0,8.44,Spring
2026-04-05,S003,P0019,Canned Goods,Midwest,164,2,148,2,1.93,0,Snowy,1,1.8,Spring
2026-04-05,S003,P0020,Canned Goods,Midwest,1693,18,0,15,2.06,0.2,Rainy,0,2.08,Spring
2026-04-05,S004,P0001,Snacks,West,1782,58,232,57,4.74,0.2,Cloudy,1,4.1,Spring
2026-04-05,S004,P0002,Snacks,West,1,17,0,14,4.85,0,Cloudy,0,4.47,Spring
2026-04-05,S004,P0003,Beverages,West,187,47,0,48,2.54,0,Sunny,0,2.91,Spring
2026-04-05,S004,P0004,Beverages,West,195,20,191,17,2.55,0.1,Snowy,0,2.38,Spring
2026-04-05,S004,P0005,Dairy,West,362,4,344,3,3.86,0,Snowy,0,4.46,Spring
2026-04-05,S004,P0006,Dairy,West,1454,35,0,38,4.07,0.15,Rainy,0,3.35,Spring
2026-04-05,S004,P0007,Beverages,West,11,16,0,13,2.44,0.1,Snowy,1,2.37,Spring
2026-04-05,S004,P0008,Frozen Foods,West,0,14,0,14,6.95,0.15,Rainy,1,8.19,Spring
2026-04-05,S004,P0009,Personal Care,West,731,21,0,22,8.27,0.2,Snowy,0,7.03,Spring
2026-04-05,S004,P0010,Snacks,West,11,8,0,6,4.97,0.1,Cloudy,1,4.18,Spring
2026-04-05,S004,P0011,Household,West,1636,4,0,3,12.94,0.1,Snowy,1,14.3,Spring
2026-04-05,S004,P0012,Household,West,1250,4,0,3,12.48,0.1,Snowy,0,14.25,Spring
2026-04-05,S004,P0013,Bakery,West,94,9,88,8,3.38,0,Cloudy,0,4.08,Spring
2026-04-05,S004,P0014,Bakery,West,1268,23,430,25,3.66,0,Windy,0,3.92,Spring
2026-04-05,S004,P0015,Produce,West,1518,28,0,27,2.93,0.05,Sunny,0,2.57,Spring
2026-04-05,S004,P0016,Produce,West,1225,13,0,14,3.12,0,Rainy,0,2.5,Spring
2026-04-05,S004,P0017,Meat,West,363,15,0,13,10.4,0,Sunny,1,10.92,Spring
2026-04-05,S004,P0018,Meat,West,398,25,0,25,9.8,0.2,Snowy,0,9.89,Spring
2026-04-05,S004,P0019,Canned Goods,West,8,9,0,8,1.93,0.15,Cloudy,0,1.77,Spring
2026-04-05,S004,P0020,Canned Goods,West,1120,19,0,19,2.01,0,Windy,1,2.36,Spring
2026-04-05,S005,P0001,Snacks,Southwest,0,31,0,31,4.92,0.05,Sunny,1,4.2,Spring
2026-04-05,S005,P0002,Snacks,Southwest,21,10,0,9,4.96,0.05,Cloudy,0,5.59,Spring
2026-04-05,S005,P0003,Beverages,Southwest,162,47,180,47,2.56,0.1,Snowy,1,2.45,Spring
2026-04-05,S005,P0004,Beverages,Southwest,322,9,0,8,2.43,0.1,Rainy,0,2.65,Spring
2026-04-05,S005,P0005,Dairy,Southwest,1782,34,0,34,3.99,0.1,Windy,1,3.89,Spring
2026-04-05,S005,P0006,Dairy,Southwest,177,10,0,9,4.17,0.15,Rainy,0,4.45,Spring
2026-04-05,S005,P0007,Beverages,Southwest,482,61,0,61,2.43,0,Windy,0,2.22,Spring
2026-04-05,S005,P0008,Frozen Foods,Southwest,0,50,0,46,6.77,0.15,Sunny,0,8.38,Spring
2026-04-05,S005,P0009,Personal Care,Southwest,2409,10,422,10,8.7,0.2,Sunny,0,7.91,Spring
2026-04-05,S005,P0010,Snacks,Southwest,138,16,0,13,4.75,0.1,Windy,0,5.58,Spring
2026-04-05,S005,P0011,Household,Southwest,1151,60,256,55,12.48,0,Sunny,0,13.36,Spring
2026-04-05,S005,P0012,Household,Southwest,0,54,0,49,12.87,0,Sunny,0,14.84,Spring
2026-04-05,S005,P0013,Bakery,Southwest,1845,17,0,18,3.36,0.05,Rainy,0,3.83,Spring
2026-04-05,S005,P0014,Bakery,Southwest,1345,24,322,25,3.53,0.05,Sunny,0,3.82,Spring
2026-04-05,S005,P0015,Produce,Southwest,18,10,0,11,3.1,0.1,Snowy,0,2.7,Spring
2026-04-05,S005,P0016,Produce,Southwest,0,34,0,38,3.08,0.1,Windy,0,2.65,Spring
2026-04-05,S005,P0017,Meat,Southwest,888,38,0,43,9.57,0,Windy,0,9.26,Spring
2026-04-05,S005,P0018,Meat,Southwest,288,61,0,64,9.82,0,Windy,0,9.23,Spring
2026-04-05,S005,P0019,Canned Goods,Southwest,639,5,0,5,2.02,0,Cloudy,0,2.2,Spring
2026-04-05,S005,P0020,Canned Goods,Southwest,1563,37,0,36,1.97,0.1,Windy,0,1.82,Spring
2026-04-06,S001,P0001,Snacks,Northeast,188,17,189,16,4.81,0,Sunny,1,4.27,Spring
2026-04-06,S001,P0002,Snacks,Northeast,1446,47,0,51,5.09,0.1,Sunny,0,4.3,Spring
2026-04-06,S001,P0003,Beverages,Northeast,328,1,163,1,2.56,0,Rainy,0,2.38,Spring
2026-04-06,S001,P0004,Beverages,Northeast,24,1,0,0,2.54,0,Snowy,0,2.9,Spring
2026-04-06,S001,P0005,Dairy,Northeast,1660,29,148,27,4.17,0,Cloudy,0,3.22,Spring
2026-04-06,S001,P0006,Dairy,Northeast,645,29,0,33,4.01,0,Windy,0,3.36,Spring
2026-04-06,S001,P0007,Beverages,Northeast,790,8,0,8,2.56,0,Cloudy,0,2.28,Spring
2026-04-06,S001,P0008,Frozen Foods,Northeast,783,8,0,8,6.68,0.1,Rainy,0,6.33,Spring
2026-04-06,S001,P0009,Personal Care,Northeast,0,25,0,22,8.27,0,Snowy,1,7.1,Spring
2026-04-06,S001,P0010,Snacks,Northeast,1191,9,0,10,4.8,0.15,Snowy,1,4.17,Spring
2026-04-06,S001,P0011,Household,Northeast,1786,15,0,12,13.3,0.05,Cloudy,0,14.63,Spring
2026-04-06,S001,P0012,Household,Northeast,1537,6,0,5,13.28,0,Rainy,0,15.48,Spring
2026-04-06,S001,P0013,Bakery,Northeast,11,4,0,3,3.65,0,Windy,1,3.12,Spring
2026-04-06,S001,P0014,Bakery,Northeast,1008,25,0,28,3.42,0.2,Rainy,0,3.28,Spring
2026-04-06,S001,P0015,Produce,Northeast,584,45,92,51,3.0,0,Cloudy,0,3.29,Spring
2026-04-06,S001,P0016,Produce,Northeast,438,15,0,14,3.14,0.1,Snowy,0,3.23,Spring
2026-04-06,S001,P0017,Meat,Northeast,237,11,229,12,10.35,0,Sunny,0,10.48,Spring
2026-04-06,S001,P0018,Meat,Northeast,2058,33,259,33,10.33,0.2,Windy,0,9.86,Spring
2026-04-06,S001,P0019,Canned Goods,Northeast,0,21,0,21,1.96,0,Snowy,0,1.68,Spring
2026-04-06,S001,P0020,Canned Goods,Northeast,295,27,306,30,2.08,0,Rainy,0,1.81,Spring
2026-04-06,S002,P0001,Snacks,Southeast,10,13,0,13,5.18,0.2,Snowy,0,5.88,Spring
2026-04-06,S002,P0002,Snacks,Southeast,225,8,222,8,5.04,0.2,Cloudy,0,4.5,Spring
2026-04-06,S002,P0003,Beverages,Southeast,1658,35,58,36,2.43,0,Sunny,0,2.09,Spring
2026-04-06,S002,P0004,Beverages,Southeast,542,9,0,9,2.39,0,Snowy,0,2.85,Spring
2026-04-06,S002,P0005,Dairy,Southeast,0,37,0,35,4.02,0,Windy,0,3.99,Spring
2026-04-06,S002,P0006,Dairy,Southeast,1705,21,0,21,3.96,0,Snowy,0,4.57,Spring
2026-04-06,S002,P0007,Beverages,Southeast,6,14,0,15,2.61,0,Sunny,0,2.87,Spring
2026-04-06,S002,P0008,Frozen Foods,Southeast,0,32,0,27,7.15,0,Sunny,1,6.71,Spring
2026-04-06,S002,P0009,Personal Care,Southeast,1606,28,430,23,8.87,0.05,Rainy,1,9.27,Spring
2026-04-06,S002,P0010,Snacks,Southeast,9,11,0,12,4.84,0,Rainy,1,4.88,Spring
2026-04-06,S002,P0011,Household,Southeast,1857,44,0,38,13.39,0,Sunny,0,15.17,Spring
2026-04-06,S002,P0012,Household,Southeast,1135,5,0,4,13.24,0.15,Sunny,0,12.82,Spring
2026-04-06,S002,P0013,Bakery,Southeast,1112,33,0,35,3.35,0.15,Snowy,0,3.01,Spring
2026-04-06,S002,P0014,Bakery,Southeast,399,38,0,40,3.41,0.1,Cloudy,0,3.68,Spring
2026-04-06,S002,P0015,Produce,Southeast,1099,2,0,2,3.03,0,Rainy,0,2.8,Spring
2026-04-06,S002,P0016,Produce,Southeast,1778,31,0,26,3.12,0.1,Windy,0,3.39,Spring
2026-04-06,S002,P0017,Meat,Southeast,70,5,51,4,9.96,0.2,Sunny,0,9.86,Spring
2026-04-06,S002,P0018,Meat,Southeast,1731,36,104,30,10.18,0,Windy,0,11.33,Spring
2026-04-06,S002,P0019,Canned Goods,Southeast,160,16,153,14,1.99,0,Windy,0,1.86,Spring
2026-04-06,S002,P0020,Canned Goods,Southeast,1610,14,279,14,1.91,0,Rainy,0,2.03,Spring
2026-04-06,S003,P0001,Snacks,Midwest,1502,12,0,13,4.97,0.1,Sunny,1,5.29,Spring
2026-04-06,S003,P0002,Snacks,Midwest,1446,35,0,38,4.81,0.05,Rainy,0,5.64,Spring
2026-04-06,S003,P0003,Beverages,Midwest,1088,6,69,6,2.56,0.1,Cloudy,0,2.25,Spring
2026-04-06,S003,P0004,Beverages,Midwest,39,32,60,34,2.54,0,Sunny,0,2.68,Spring
2026-04-06,S003,P0005,Dairy,Midwest,112,3,0,3,4.17,0,Sunny,0,4.37,Spring
2026-04-06,S003,P0006,Dairy,Midwest,0,53,0,51,3.79,0,Rainy,0,3.27,Spring
2026-04-06,S003,P0007,Beverages,Midwest,633,45,0,50,2.4,0.2,Rainy,0,2.68,Spring
2026-04-06,S003,P0008,Frozen Foods,Midwest,1544,45,0,46,6.84,0.2,Cloudy,0,6.21,Spring
2026-04-06,S003,P0009,Personal Care,Midwest,1801,11,104,11,8.75,0.2,Sunny,0,7.57,Spring
2026-04-06,S003,P0010,Snacks,Midwest,16,13,0,12,5.1,0.2,Windy,0,5.39,Spring
2026-04-06,S003,P0011,Household,Midwest,1844,30,0,27,13.47,0.1,Cloudy,0,13.25,Spring
2026-04-06,S003,P0012,Household,Midwest,21,9,0,9,13.48,0,Snowy,0,14.39,Spring
2026-04-06,S003,P0013,Bakery,Midwest,319,14,308,15,3.36,0.05,Rainy,0,3.24,Spring
2026-04-06,S003,P0014,Bakery,Midwest,7,15,0,13,3.58,0.05,Snowy,0,2.93,Spring
2026-04-06,S003,P0015,Produce,Midwest,2078,19,240,19,2.94,0,Rainy,0,3.51,Spring
2026-04-06,S003,P0016,Produce,Midwest,1583,21,393,18,3.06,0,Rainy,0,2.74,Spring
2026-04-06,S003,P0017,Meat,Midwest,1826,15,0,16,9.91,0.05,Snowy,1,9.42,Spring
2026-04-06,S003,P0018,Meat,Midwest,570,37,63,33,10.32,0.05,Sunny,0,11.21,Spring
2026-04-06,S003,P0019,Canned Goods,Midwest,17,1,0,0,2.03,0,Sunny,0,1.84,Spring
2026-04-06,S003,P0020,Canned Goods,Midwest,1695,15,0,16,1.95,0,Cloudy,0,1.85,Spring
2026-04-06,S004,P0001,Snacks,West,1709,35,142,30,5.02,0,Cloudy,0,4.78,Spring
2026-04-06,S004,P0002,Snacks,West,130,11,125,9,5.0,0,Sunny,0,4.85,Spring
2026-04-06,S004,P0003,Beverages,West,484,22,278,23,2.4,0,Rainy,0,2.2,Spring
2026-04-06,S004,P0004,Beverages,West,255,25,255,24,2.4,0.1,Rainy,0,2.52,Spring
2026-04-06,S004,P0005,Dairy,West,493,6,477,6,3.95,0.15,Sunny,0,4.02,Spring
2026-04-06,S004,P0006,Dairy,West,1435,57,0,51,4.07,0.2,Cloudy,0,3.61,Spring
2026-04-06,S004,P0007,Beverages,West,15,10,0,9,2.51,0.15,Sunny,0,2.32,Spring
2026-04-06,S004,P0008,Frozen Foods,West,0,27,0,29,6.86,0.15,Cloudy,0,5.75,Spring
2026-04-06,S004,P0009,Personal Care,West,1091,12,354,11,8.35,0,Rainy,0,7.05,Spring
2026-04-06,S004,P0010,Snacks,West,11,8,0,8,5.0,0,Rainy,0,5.71,Spring
2026-04-06,S004,P0011,Household,West,1751,5,116,5,12.57,0.15,Rainy,0,13.74,Spring
2026-04-06,S004,P0012,Household,West,1249,5,0,5,13.42,0.15,Snowy,0,11.02,Spring
2026-04-06,S004,P0013,Bakery,West,8,7,0,6,3.42,0.1,Windy,0,3.2,Spring
2026-04-06,S004,P0014,Bakery,West,841,18,0,15,3.38,0,Snowy,0,2.8,Spring
2026-04-06,S004,P0015,Produce,West,1527,16,0,14,3.11,0.15,Snowy,0,3.57,Spring
2026-04-06,S004,P0016,Produce,West,1220,19,0,21,3.11,0,Snowy,0,3.38,Spring
2026-04-06,S004,P0017,Meat,West,370,7,0,7,9.94,0.2,Sunny,0,11.21,Spring
2026-04-06,S004,P0018,Meat,West,562,7,149,7,9.53,0,Sunny,0,9.16,Spring
2026-04-06,S004,P0019,Canned Goods,West,154,7,144,7,1.93,0,Snowy,0,2.27,Spring
2026-04-06,S004,P0020,Canned Goods,West,1110,31,0,31,2.05,0.05,Rainy,0,1.6,Spring
2026-04-06,S005,P0001,Snacks,Southwest,0,27,0,28,5.12,0,Cloudy,1,5.75,Spring
2026-04-06,S005,P0002,Snacks,Southwest,23,8,0,7,5.04,0.15,Windy,0,4.91,Spring
2026-04-06,S005,P0003,Beverages,Southwest,443,17,438,15,2.58,0,Windy,1,2.38,Spring
2026-04-06,S005,P0004,Beverages,Southwest,326,4,0,4,2.51,0.05,Sunny,1,2.42,Spring
2026-04-06,S005,P0005,Dairy,Southwest,1796,16,0,17,3.97,0,Windy,0,3.76,Spring
2026-04-06,S005,P0006,Dairy,Southwest,177,10,0,10,4.04,0,Sunny,0,3.19,Spring
2026-04-06,S005,P0007,Beverages,Southwest,495,43,0,47,2.47,0.05,Cloudy,0,2.84,Spring
2026-04-06,S005,P0008,Frozen Foods,Southwest,19,13,0,13,7.29,0.1,Rainy,0,6.06,Spring
2026-04-06,S005,P0009,Personal Care,Southwest,1983,15,0,16,8.27,0,Cloudy,0,8.74,Spring
2026-04-06,S005,P0010,Snacks,Southwest,146,5,0,5,4.91,0,Rainy,0,4.01,Spring
2026-04-06,S005,P0011,Household,Southwest,923,24,0,20,13.39,0.15,Cloudy,0,15.45,Spring
2026-04-06,S005,P0012,Household,Southwest,14,20,0,22,12.71,0.2,Sunny,0,12.5,Spring
2026-04-06,S005,P0013,Bakery,Southwest,1840,22,0,23,3.39,0,Rainy,0,3.02,Spring
2026-04-06,S005,P0014,Bakery,Southwest,1023,23,0,23,3.36,0.2,Windy,1,3.58,Spring
2026-04-06,S005,P0015,Produce,Southwest,16,12,0,10,3.09,0.2,Cloudy,0,2.5,Spring
2026-04-06,S005,P0016,Produce,Southwest,46,49,79,53,3.07,0.05,Cloudy,0,3.12,Spring
2026-04-06,S005,P0017,Meat,Southwest,889,35,0,31,10.46,0.05,Rainy,1,9.83,Spring
2026-04-06,S005,P0018,Meat,Southwest,300,44,0,38,9.51,0,Windy,0,9.06,Spring
2026-04-06,S005,P0019,Canned Goods,Southwest,797,1,154,0,2.09,0,Windy,1,1.91,Spring
2026-04-06,S005,P0020,Canned Goods,Southwest,1575,21,0,20,1.94,0.05,Rainy,0,2.27,Spring
2026-04-07,S001,P0001,Snacks,Northeast,6,9,0,9,4.99,0.05,Cloudy,0,5.78,Spring
2026-04-07,S001,P0002,Snacks,Northeast,1529,22,63,19,5.14,0,Sunny,1,5.18,Spring
2026-04-07,S001,P0003,Beverages,Northeast,163,3,0,2,2.4,0,Rainy,0,2.1,Spring
2026-04-07,S001,P0004,Beverages,Northeast,23,2,0,1,2.44,0,Rainy,0,2.13,Spring
2026-04-07,S001,P0005,Dairy,Northeast,1513,27,0,24,4.13,0.1,Snowy,0,4.14,Spring
2026-04-07,S001,P0006,Dairy,Northeast,816,42,183,43,3.84,0.15,Cloudy,0,3.44,Spring
2026-04-07,S001,P0007,Beverages,Northeast,790,8,0,8,2.43,0.2,Cloudy,0,2.53,Spring
2026-04-07,S001,P0008,Frozen Foods,Northeast,787,3,0,2,7.02,0.05,Sunny,0,7.36,Spring
2026-04-07,S001,P0009,Personal Care,Northeast,0,37,0,41,8.71,0.1,Windy,0,8.25,Spring
2026-04-07,S001,P0010,Snacks,Northeast,1195,4,0,3,4.97,0.1,Cloudy,0,4.54,Spring
2026-04-07,S001,P0011,Household,Northeast,1764,40,0,42,13.03,0.2,Windy,0,14.42,Spring
2026-04-07,S001,P0012,Household,Northeast,1951,5,413,4,13.36,0,Windy,0,12.9,Spring
2026-04-07,S001,P0013,Bakery,Northeast,10,5,0,4,3.64,0.2,Cloudy,0,2.9,Spring
2026-04-07,S001,P0014,Bakery,Northeast,1001,32,0,28,3.62,0,Sunny,0,3.28,Spring
2026-04-07,S001,P0015,Produce,Northeast,870,40,375,36,3.1,0,Snowy,0,2.88,Spring
2026-04-07,S001,P0016,Produce,Northeast,427,27,0,28,2.87,0,Rainy,0,2.72,Spring
2026-04-07,S001,P0017,Meat,Northeast,9,10,0,10,10.28,0.1,Snowy,0,11.31,Spring
2026-04-07,S001,P0018,Meat,Northeast,1916,33,118,31,9.75,0.2,Cloudy,0,8.2,Spring
